id,Тип,Подтверждено риэлтором,Количество розеток,Долгота,Количество зеркал,Цвет стен,Ремонтируется,Перепродажа,Готово к сдаче,Кол-во комнат,Площадь (фут²),Адрес,Широта,Опубликовано,Цена
4992,BHK,0,2,13.007723,2,Зеленый,0,1,1,4,2757.251572,"1st Phase JP Nagar,Bangalore",77.594939,Owner,250.0
4993,BHK,1,1,28.40473,1,Бежевый,0,1,1,3,1000.0,"Sector 84 Faridabad,Faridabad",77.367514,Dealer,40.0
4994,BHK,0,0,18.49667,3,Черный,0,1,1,3,2040.081603,"Hadapsar,Pune",73.94167,Dealer,170.0
4995,BHK,0,5,10.159679,2,Зеленый,0,1,1,3,1710.1399210000002,"Aluva,Kochi",76.38519000000001,Owner,99.0
4996,BHK,0,0,22.50686,0,Серый,0,1,1,2,712.158137,"BataNagar,Kolkata",88.223965,Owner,26.3
4997,BHK,0,7,28.9196,2,Серый,0,1,1,3,1700.0,"Nyay Khand 2,Ghaziabad",76.8972,Owner,85.0
4998,BHK,0,1,22.3,1,Голубой,0,1,1,2,900.090009,"New Karelibaug,Vadodara",73.2,Owner,30.0
4999,BHK,0,7,18.96,0,Синий,0,1,1,3,1244.625481,"Hatkesh Udhog Nagar,Maharashtra",72.82,Dealer,110.0
5000,BHK,1,5,12.96991,1,Коричневый,0,1,1,2,942.1000981,"Mysore Road,Bangalore",77.59796,Dealer,48.0
5001,BHK,0,5,21.143354,2,Белый,0,1,1,3,2575.107296,"Vesu,Surat",72.770931,Dealer,120.0
5002,BHK,1,3,19.12,3,Фиолетовый,0,1,1,3,1804.966096,"Powai,Mumbai",72.91,Dealer,370.0
5003,BHK,1,4,28.63676,0,Зеленый,1,1,0,3,1480.062685,"Indirapuram,Ghaziabad",77.36315,Dealer,85.0
5004,BHK,0,1,30.660437,2,Голубой,0,1,1,4,2328.95457,"Peer Muchalla,Panchkula",76.861517,Dealer,85.1
5005,BHK,0,3,24.69028,2,Голубой,0,1,1,2,1065.117405,"Kopara,Lalitpur",78.41889,Dealer,88.0
5006,BHK,0,4,22.403867,3,Серый,0,1,1,2,890.2077151000001,"New Garia,Kolkata",88.47000600000001,Dealer,30.0
5007,BHK,1,4,18.637802,2,Белый,0,1,1,2,1007.204823,"Punawale,Pune",73.745912,Dealer,68.5
5008,BHK,0,1,28.552626,2,Черный,0,1,1,4,1849.672104,"Sector-44 Noida,Noida",77.33394799999999,Owner,110.0
5009,BHK,0,4,19.249861,0,Черный,1,0,0,1,580.0,"Kolshet Industrial Area,Maharashtra",72.96386600000001,Dealer,75.4
5010,BHK,1,5,50.817397,2,Синий,0,1,1,2,1130.044843,"Lavakusha Nagar,Bangalore",4.42145,Owner,63.0
5011,BHK,0,5,12.96991,0,Синий,0,1,1,3,1876.172608,"Yeshwanthpur,Bangalore",77.59796,Dealer,160.0
5012,BHK,1,7,28.5041,0,Бежевый,0,1,1,3,1219.700877,"Sector-134 Noida,Noida",77.381557,Dealer,47.3
5013,BHK,0,3,12.96991,3,Зеленый,0,1,1,2,1096.067054,"Vijayanagar,Bangalore",77.59796,Owner,85.0
5014,BHK,0,0,18.490507,0,Оранжевый,0,1,1,3,1311.045559,"Karve Nagar,Pune",73.818086,Owner,160.0
5015,BHK,0,2,30.658839,3,Серый,0,1,1,3,1750.448833,"Sector-105 Mohali,Mohali",76.681686,Dealer,58.5
5016,BHK,0,2,28.582887,1,Желтый,0,1,1,3,1700.1545600000002,"Sector-25 Noida,Noida",77.339935,Dealer,110.0
5017,BHK,0,7,12.842686,1,Коричневый,0,1,1,2,911.1617312,"Guduvancheri,Chennai",80.063733,Owner,40.0
5018,BHK,1,7,19.249861,3,Золотистый,1,0,0,2,58520.45035,"Kolshet Road,Mumbai",72.96386600000001,Dealer,9200.0
5019,BHK,1,0,19.076057,1,Желтый,0,1,1,2,907.6305221,"Taloja,Mumbai",73.097319,Dealer,33.9
5020,BHK,1,5,19.249861,2,Коричневый,1,1,0,1,566.2323052,"Kolshet Road,Mumbai",72.96386600000001,Dealer,60.4
5021,BHK,0,1,22.2951,3,Зеленый,0,1,1,3,2200.220022,"Akota,Vadodara",73.1686,Owner,120.0
5022,BHK,0,4,10.654996,2,Белый,0,1,1,2,1400.037334,"Vadakkekad,Thrissur",76.009973,Owner,75.0
5023,BHK,0,2,12.896796,3,Серый,1,1,0,3,1844.111138,"Kanakpura Road,Bangalore",77.5724,Dealer,150.0
5024,BHK,0,0,19.033956,0,Фиолетовый,0,1,1,2,1085.347805,"Sector 10 Kharghar,Lalitpur",73.075342,Dealer,110.0
5025,BHK,0,6,12.968,2,Коричневый,0,1,1,3,1220.0,"Pallavaram,Chennai",80.1502,Dealer,61.0
5026,BHK,0,4,22.529,3,Коричневый,0,1,1,4,2275.002275,"Ballygunge,Kolkata",88.368,Dealer,250.0
5027,BHK,0,0,20.230195,1,Зеленый,0,1,1,2,1255.075674,"Sundarpada,Bhubaneswar",85.816005,Owner,34.0
5028,BHK,0,4,19.1955,3,Золотистый,0,1,1,2,921.1814152,"Kandivali (East),Mumbai",72.8728,Dealer,160.0
5029,BHK,0,1,28.634537,3,Серебристый,0,1,1,2,1135.235732,"Lal Kuan,Ghaziabad",77.471342,Owner,36.6
5030,BHK,1,1,28.629811,3,Оранжевый,0,1,1,3,1760.1206940000002,"Crossing Republik,Ghaziabad",77.434197,Owner,70.0
5031,BHK,0,3,19.18,3,Синий,0,1,1,4,2199.874293,"Thane West,Maharashtra",72.96333,Dealer,280.0
5032,BHK,0,1,12.96991,1,Синий,0,1,1,2,1210.136674,"Kattanallur,Bangalore",77.59796,Dealer,85.0
5033,BHK,0,5,19.097244,2,Желтый,0,1,1,4,2979.392535,"Vile Parle (East),Maharashtra",72.846785,Dealer,720.0
5034,BHK,0,0,13.500946,3,Синий,0,1,1,1,740.1812689,"Saligrama,Udupi",74.69771300000001,Owner,24.5
5035,BHK,0,5,28.388225,2,Белый,0,1,1,3,2574.223443,"Sector-81 Gurgaon,Gurgaon",76.946376,Dealer,150.0
5036,BHK,0,4,28.431862,0,Голубой,0,1,1,4,2360.346184,"Sector 88 Faridabad,Faridabad",77.351104,Dealer,90.0
5037,BHK,1,6,24.69028,1,Бежевый,1,0,0,2,978.5353535,"Zingabai Takli,Lalitpur",78.41889,Builder,31.0
5038,BHK,1,2,19.193771,2,Желтый,1,0,0,2,381.7768947,"Ambernath East,Maharashtra",73.19789200000001,Builder,26.9
5039,BHK,1,4,28.558047,2,Оранжевый,1,1,0,3,1738.0312850000005,"Sector-79 Noida,Noida",77.392752,Owner,110.0
5040,BHK,0,4,21.142359,2,Желтый,0,1,1,1,431.54761900000005,"Dindoli,Surat",72.862596,Owner,8.7
5041,BHK,0,7,18.49667,0,Зеленый,0,1,1,2,850.0772798,"Hadapsar,Pune",73.94167,Dealer,33.0
5042,BHK,0,5,18.555904,1,Коричневый,0,1,1,2,1291.382954,"Anand Park,Pune",73.807138,Dealer,110.0
5043,BHK,0,7,19.141644,3,Желтый,0,1,1,1,708.6753676,"Jogeshwari (West),Lalitpur",72.842908,Dealer,120.0
5044,BHK,0,0,22.587684,2,Красный,1,1,0,3,1000.0,"Andul Road,Kolkata",88.256718,Dealer,26.0
5045,BHK,0,2,52.55689399999999,1,Зеленый,0,1,1,4,2912.055911,"Green Glen Layout,Bangalore",-8.369953,Dealer,250.0
5046,BHK,0,5,23.256574,1,Серебристый,0,1,1,3,1237.964237,"Goda,Bardhaman",87.839474,Owner,45.0
5047,BHK,0,2,21.56128,2,Черный,0,1,1,1,305.0397878,"Taloja,Maharashtra",74.21238000000001,Dealer,23.0
5048,BHK,0,7,26.224055,3,Оранжевый,0,1,1,2,700.0,"Thatipur Chouhan Pyau,Gwalior",78.201326,Owner,28.0
5049,BHK,0,3,10.7817,3,Розовый,0,1,1,3,1800.055386,"Ramanathapuram,Palakkad",76.667068,Owner,65.0
5050,BHK,0,3,13.050999999999998,0,Белый,0,1,1,4,4310.344828,"Hebbal Kempapura,Bangalore",77.5962,Dealer,360.0
5051,BHK,0,0,12.96991,1,Бежевый,0,1,1,2,1047.668937,"Thomas Town,Bangalore",77.59796,Dealer,100.0
5052,BHK,0,3,16.98333,3,Фиолетовый,0,1,1,20,348.8638972,"Rat,Ratnagiri",73.3,Owner,15.2
5053,BHK,0,1,30.768683000000003,2,Красный,0,1,1,2,1170.073945,"Sector-127 Mohali,Mohali",76.650876,Dealer,26.9
5054,BHK,0,3,16.5333,1,Красный,0,1,1,3,1252.191335,"Sarrajugari Veedhi,Bhimavaram",81.5333,Owner,50.0
5055,BHK,0,5,22.5922,3,Красный,0,1,1,2,749.8986623,"New Town,Kolkata",88.484911,Dealer,37.0
5056,BHK,0,1,13.09694,0,Розовый,1,1,0,1,575.0,"Ayappakkam,Chennai",80.13194,Dealer,23.0
5057,BHK,0,5,19.1649,0,Золотистый,0,1,1,2,1167.618059,"Mulund (East),Mumbai",72.9608,Dealer,180.0
5058,BHK,0,1,35.0,1,Фиолетовый,0,1,1,2,1100.173712,"6th Phase JP Nagar,Bangalore",136.0,Dealer,38.0
5059,BHK,1,4,28.558047,3,Серебристый,0,1,1,3,1690.087353,"Sector-79 Noida,Noida",77.392752,Dealer,89.0
5060,BHK,0,5,24.69028,3,Голубой,0,1,1,2,1020.134228,"Palaspa,Lalitpur",78.41889,Dealer,76.0
5061,BHK,0,3,28.488415000000003,1,Серебристый,0,1,1,4,3087.563295,"Suraj Kund,Faridabad",77.285903,Owner,250.0
5062,BHK,1,0,12.9847,3,Серебристый,0,1,1,2,1268.001087,"Rajaji Nagar,Bangalore",77.5491,Dealer,140.0
5063,BHK,0,2,18.52361,3,Синий,0,1,1,2,980.0226159,"Satav Nagar,Pune",73.84778,Owner,52.0
5064,BHK,0,2,28.571921000000003,2,Белый,0,1,1,1,400.0,"Sector-36 Noida,Noida",77.34865400000001,Owner,28.0
5065,BHK,0,3,19.078305,2,Белый,0,1,1,1,644.1789646000001,"Ghatkopar East M G Road,Mumbai",72.90593100000001,Dealer,110.0
5066,BHK,0,4,23.2257,1,Бежевый,0,1,1,1,372.0238095,"Kalol,Gandhinagar",72.51679,Owner,15.0
5067,BHK,1,1,22.808778,0,Серый,1,1,0,2,970.8295351,"Jakhiya,Indore",75.861639,Owner,21.3
5068,BHK,0,2,10.009277,1,Синий,0,1,1,1,800.0,"Infopark,Kochi",76.361736,Dealer,32.0
5069,BHK,1,7,13.055985,3,Белый,0,1,1,3,1995.72345,"Thanisandra,Bangalore",77.622157,Dealer,140.0
5070,BHK,0,3,23.68333,3,Красный,0,1,1,2,915.7368219,"Court More,Asansol",86.96667,Dealer,23.8
5071,BHK,0,5,28.507037,2,Синий,0,0,1,4,2592.592593,"Sector-107 Gurgaon,Gurgaon",76.970772,Dealer,140.0
5072,BHK,1,5,28.381971000000004,0,Синий,0,1,1,2,1248.5907550000002,"Sector 80 Faridabad,Faridabad",77.347688,Dealer,44.3
5073,BHK,0,1,12.9918,3,Золотистый,0,1,1,3,3000.096777,"Vasanth nagar,Bangalore",77.5944,Dealer,310.0
5074,BHK,0,7,18.54138,3,Черный,0,1,1,1,609.9916634,"Pali Hill,Maharashtra",73.21996999999999,Dealer,300.0
5075,BHK,0,2,30.92,2,Серебристый,0,1,1,2,1250.0,"Saproon,Solan",77.12,Owner,39.0
5076,BHK,0,0,17.524569,1,Желтый,0,1,1,1,460.1226994,"Mirjoli,Ratnagiri",73.49610799999999,Owner,15.0
5077,BHK,1,3,28.560719,1,Бежевый,0,1,1,2,915.1414309,"Sector-78 Noida,Noida",77.386208,Owner,55.0
5078,BHK,0,2,28.5679,1,Розовый,0,1,1,3,1350.0,"Sector-50 Noida,Noida",77.3679,Dealer,81.0
5079,BHK,0,2,22.830053,3,Розовый,0,1,1,2,1149.865849,"Sonari,Jamshedpur",86.158521,Dealer,30.0
5080,BHK,1,6,13.04034,3,Синий,0,1,1,3,1645.021645,"Hebbal,Bangalore",77.591347,Dealer,190.0
5081,BHK,0,0,19.255098,0,Бежевый,0,1,1,2,800.0,"Hiranandani Estate,Maharashtra",72.9815265,Dealer,98.0
5082,BHK,0,1,22.759319,1,Черный,0,1,1,2,800.0,"Dakor Road,Nadiad",73.13726,Owner,20.0
5083,BHK,1,6,24.69028,2,Фиолетовый,1,1,0,2,10541.47465,"Ghodbunder Road,Lalitpur",78.41889,Dealer,91.5
5084,BHK,1,6,18.5438,3,Серый,0,1,1,3,2800.0,"Kharadi,Pune",73.9438,Dealer,210.0
5085,BHK,0,1,26.91667,3,Серый,0,1,1,3,12596.89922,"Ambabari,Jaipur",75.86667,Owner,65.0
5086,BHK,0,3,12.9407,1,Желтый,0,1,1,3,1755.001755,"Varthur,Bangalore",77.7466,Dealer,100.0
5087,BHK,0,7,28.466109000000003,3,Серый,0,1,1,2,820.0197936000001,"Chander Nagar,Gurgaon",77.043287,Dealer,58.0
5088,BHK,0,3,19.049214000000003,3,Коричневый,0,1,1,1,650.0541712,"Sector 20 Kharghar,Lalitpur",73.072916,Dealer,60.0
5089,BHK,0,3,24.69028,2,Серебристый,0,1,1,2,956.5217391,"Gawand Baug,Lalitpur",78.41889,Dealer,110.0
5090,BHK,0,2,24.69028,0,Черный,0,1,1,2,1064.9030380000002,"Sector-35G Kharghar,Lalitpur",78.41889,Dealer,95.0
5091,BHK,0,6,12.905368,1,Зеленый,0,1,1,3,1575.078754,"JP Nagar,Bangalore",77.580403,Owner,90.0
5092,BHK,1,7,25.583789000000003,2,Фиолетовый,1,0,0,3,1023.913043,"Chitkohra,Patna",85.1078,Builder,47.1
5093,BHK,1,2,24.69028,2,Серый,0,1,1,2,1124.974432,"Dongripada,Lalitpur",78.41889,Dealer,110.0
5094,BHK,0,2,28.431862,1,Белый,0,1,1,2,1250.0,"Sector 88 Faridabad,Faridabad",77.351104,Dealer,46.0
5095,BHK,1,3,19.2167,0,Оранжевый,1,0,0,2,604.3478261,"Dombivli (East),Maharashtra",73.0833,Dealer,55.6
5096,BHK,1,3,28.602325,2,Черный,0,1,1,3,1549.295775,"sector-121 Noida,Noida",77.40199399999999,Owner,110.0
5097,BHK,0,6,12.96991,0,Черный,0,1,1,2,1194.872909,"Yeshwanthpur,Bangalore",77.59796,Dealer,110.0
5098,BHK,0,6,19.050992,3,Белый,0,1,1,1,549.973559,"Juinagar West,Maharashtra",73.01794699999999,Dealer,52.0
5099,BHK,0,2,12.96991,0,Золотистый,0,1,1,3,2250.929732,"BTM 2nd Stage,Bangalore",77.59796,Owner,230.0
5100,BHK,1,4,24.69028,2,Белый,0,1,1,3,1255.88697,"Brahmand,Lalitpur",78.41889,Dealer,120.0
5101,BHK,0,6,30.712867,2,Синий,0,1,1,1,645.1612903,"Sector-115 Mohali,Mohali",76.648557,Dealer,14.0
5102,BHK,0,3,22.491565,3,Синий,0,0,1,2,1053.333333,"Mukundapur,Kolkata",88.402473,Builder,47.4
5103,BHK,1,6,12.9958935,1,Зеленый,0,1,1,2,1278.129395,"Whitefield,Bangalore",77.761394,Dealer,72.7
5104,BHK,0,4,21.17,1,Оранжевый,1,1,0,3,2113.636364,"PAL,Surat",72.83,Dealer,83.7
5105,BHK,1,7,12.919423,2,Голубой,0,1,1,3,1349.056604,"Rajarajeshwari Nagar,Bangalore",77.522774,Dealer,71.5
5106,BHK,0,7,18.49667,0,Бежевый,0,1,1,6,4995.004995,"Hadapsar,Pune",73.94167,Dealer,600.0
5107,BHK,0,0,12.91,3,Зеленый,1,1,0,2,911.4285714,"Kengeri Satellite Town Stage 1,Bangalore",77.48,Dealer,31.9
5108,BHK,0,0,21.17,2,Бежевый,0,1,1,2,1083.7096210000002,"Palanpur,Surat",72.83,Dealer,31.2
5109,BHK,0,2,18.96,2,Фиолетовый,0,1,1,2,1185.08942,"Sector-35G Kharghar,Maharashtra",72.82,Dealer,110.0
5110,BHK,1,3,15.384909,0,Золотистый,1,1,0,3,2125.480154,"Dabolim,Goa",73.850001,Dealer,16.6
5111,BHK,0,0,19.46304,1,Красный,0,1,1,3,1726.817475,"Saibaba Colony,Coimbatore",76.434955,Owner,100.0
5112,BHK,0,3,9.935889,1,Желтый,0,1,1,4,3739.715782,"Maradu,Kochi",76.319041,Dealer,350.0
5113,BHK,1,3,26.91868,1,Коричневый,1,0,0,3,1600.0,"Vaishali Nagar,Jaipur",75.750399,Builder,60.0
5114,BHK,0,3,28.537227,1,Фиолетовый,0,1,1,3,2149.993676,"Sector-104 Noida,Noida",77.370417,Dealer,170.0
5115,BHK,1,1,25.58,0,Фиолетовый,1,1,0,3,1275.214468,"Khagaul Road,Patna",85.05,Owner,55.0
5116,BHK,0,0,28.9196,3,Белый,0,1,1,3,1300.052002,"Ahinsa Khand 1,Ghaziabad",76.8972,Dealer,100.0
5117,BHK,0,6,28.679892,1,Серебристый,0,1,1,3,1222.222222,"Jawahar Nagar,Lalitpur",77.20616,Dealer,220.0
5118,BHK,0,6,17.45,0,Красный,0,1,1,2,1183.0819279999998,"Sitaphalmandi,Secunderabad",78.5,Owner,80.0
5119,BHK,1,0,18.558319,3,Желтый,0,1,1,2,1190.112908,"Baner,Pune",73.77588,Dealer,78.0
5120,BHK,0,2,21.27,3,Зеленый,0,1,1,2,1129.264777,"Katol Road,Nagpur",78.58,Owner,47.0
5121,BHK,0,0,27.651998,2,Серебристый,1,1,0,2,1300.390117,"Hazrat ganj,Lucknow",79.206622,Owner,20.0
5122,BHK,0,0,26.900926,3,Синий,0,1,1,2,932.8358209,"Raj Nagar Extension,Ghaziabad",75.775927,Owner,25.0
5123,BHK,1,7,26.832353,1,Голубой,1,0,0,1,363.7200737,"Jagatpura,Jaipur",75.841749,Builder,7.9
5124,BHK,1,2,18.964489,1,Зеленый,0,1,1,1,650.0056035,"Sector 20 Ulwe,Maharashtra",73.019574,Dealer,58.0
5125,BHK,0,3,19.049822,3,Бежевый,0,1,1,3,1529.411765,"Sector 21 Kharghar,Maharashtra",73.067595,Dealer,130.0
5126,BHK,0,4,22.72056,2,Золотистый,0,1,1,3,1340.388007,"Ganeshpuri Colony,Indore",75.84722,Owner,38.0
5127,BHK,1,1,28.560719,2,Бежевый,0,1,1,4,2455.146364,"Sector-78 Noida,Noida",77.386208,Owner,130.0
5128,BHK,0,6,18.52361,2,Синий,0,1,1,4,2674.217398,"Mohamadwadi,Pune",73.84778,Dealer,170.0
5129,BHK,0,7,12.91668,2,Белый,0,1,1,4,1757.1967539999998,"Thakur Village,Lalitpur",77.59196,Dealer,340.0
5130,BHK,0,6,24.69028,1,Черный,1,1,0,2,1090.404441,"Kolshet Road,Lalitpur",78.41889,Dealer,110.0
5131,BHK,0,2,18.5993,0,Оранжевый,0,1,1,2,1055.099648,"Wakad,Pune",73.7625,Owner,90.0
5132,BHK,1,1,18.996305,3,Фиолетовый,1,1,0,2,653.4840379999999,"Lower Parel,Maharashtra",72.827789,Dealer,270.0
5133,BHK,0,1,26.864145,3,Бежевый,0,1,1,2,936.0791656,"Kottara Chowk,Mangalore",80.904794,Owner,35.0
5134,BHK,0,5,22.54111,3,Зеленый,0,1,1,3,1330.180313,"palm avenue,Kolkata",88.33778000000001,Owner,90.0
5135,BHK,0,4,18.957085,3,Зеленый,0,1,1,4,1650.060291,"Gokuldham,Mumbai",72.823163,Dealer,260.0
5136,BHK,0,4,28.579004,3,Красный,0,1,1,3,1525.105584,"Noida Extension,Noida",77.431173,Dealer,65.0
5137,BHK,1,1,19.249861,3,Красный,1,0,0,3,901.0919114,"Kolshet Road,Mumbai",72.96386600000001,Dealer,170.0
5138,BHK,1,0,28.406388,3,Желтый,1,1,0,3,740.2195328,"Sector 86 Faridabad,Faridabad",77.342588,Dealer,26.3
5139,BHK,0,5,35.0,3,Серебристый,0,1,1,2,1390.108282,"7th Phase JP Nagar,Bangalore",136.0,Dealer,95.0
5140,BHK,0,6,18.475864,1,Черный,0,1,1,2,1040.118871,"NIBM,Pune",73.89000899999999,Dealer,56.0
5141,BHK,1,1,24.69028,0,Серый,0,0,1,1,464.4990046,"Wadala,Lalitpur",78.41889,Dealer,140.0
5142,BHK,0,2,13.070052,2,Розовый,0,1,1,3,1731.601732,"Hegde Nagar,Bangalore",77.62715,Dealer,120.0
5143,BHK,0,4,23.687594,2,Серебристый,0,1,1,1,600.0,"Sector-8A Airoli,Lalitpur",86.156601,Dealer,75.0
5144,BHK,0,4,10.81667,3,Черный,0,1,1,3,1900.170164,"Akathethara,Palakkad",76.65,Owner,67.0
5145,BHK,0,7,22.229135,0,Красный,0,1,1,1,650.1422186000001,"Maneja,Vadodara",73.181555,Owner,16.0
5146,BHK,1,3,22.706116,3,Золотистый,0,1,1,2,1294.03307,"Vallabh Vidyanagar,Anand",73.11498,Owner,18.0
5147,BHK,1,3,21.241333,0,Серый,0,0,1,2,1523.076923,"Sarona,Raipur",81.56801,Dealer,39.6
5148,BHK,1,3,30.684523,0,Бежевый,1,1,0,3,1481.168007,"Sector-88 Mohali,Mohali",76.691728,Dealer,70.0
5149,BHK,1,2,28.381971000000004,3,Черный,0,1,1,3,1625.374353,"Sector 80 Faridabad,Faridabad",77.347688,Dealer,59.7
5150,BHK,0,3,9.930471,1,Бежевый,0,1,1,2,1309.8869550000002,"Vazhakkala,Kochi",76.271273,Owner,73.0
5151,BHK,0,5,22.562229,2,Бежевый,0,1,1,3,1640.419948,"Vadtal Bakrol Road,Anand",72.911957,Owner,25.0
5152,BHK,0,0,12.96991,3,Серый,0,1,1,2,1200.056473,"Lakshminarayana Pura,Bangalore",77.59796,Dealer,85.0
5153,BHK,0,2,28.577673,0,Оранжевый,0,1,1,2,1194.845763,"Sector-74 Noida,Noida",77.389781,Dealer,61.2
5154,BHK,0,2,16.7,0,Голубой,0,1,1,1,521.0800568,"Bondare Nagar,Kolhapur",74.23333000000001,Owner,22.0
5155,BHK,1,3,28.6423,2,Розовый,0,1,1,3,2009.584171,"Sector-3 Vaishali,Ghaziabad",77.3445,Dealer,130.0
5156,BHK,0,2,13.09,0,Желтый,0,1,1,1,550.1392758,"Oragadam,Chennai",80.27,Owner,15.8
5157,BHK,0,0,19.061701,3,Бежевый,0,1,1,2,1017.293998,"Sector-27 Kharghar,Maharashtra",73.080488,Dealer,110.0
5158,BHK,1,1,23.185756,1,Желтый,0,1,1,2,813.0081301,"Katara Hills,Bhopal",77.498465,Owner,17.0
5159,BHK,0,0,19.01891,0,Розовый,0,1,1,3,1760.0,"Sector-30 Belapur,Maharashtra",73.039292,Dealer,220.0
5160,BHK,0,6,28.6711,1,Синий,0,1,1,3,1200.087279,"Sahibabad,Ghaziabad",77.3683,Owner,55.0
5161,BHK,0,4,21.17,3,Черный,0,1,1,2,1285.008237,"Jahangirabad,Surat",72.83,Dealer,39.0
5162,BHK,1,3,26.832353,2,Фиолетовый,0,1,1,2,728.5714286,"Jagatpura,Jaipur",75.841749,Dealer,20.4
5163,BHK,1,2,21.0,0,Красный,1,1,0,2,1125.100455,"Gomti Nagar Extension,Lucknow",77.0,Owner,42.0
5164,BHK,0,3,28.59863,1,Золотистый,0,1,1,3,2031.281739,"Sector-11 Ghansoli,Lalitpur",77.333939,Dealer,300.0
5165,BHK,1,4,12.957468,0,Синий,0,0,1,3,1503.793976,"Nagarbhavi,Bangalore",77.516563,Builder,65.4
5166,BHK,0,2,28.2102,2,Красный,0,1,1,3,1850.424056,"Alwar Bypass Road,Bhiwadi",76.8606,Dealer,48.0
5167,BHK,0,5,22.56972,1,Розовый,0,1,1,3,1686.0698510000002,"Prince Anwar Shah Rd.,Kolkata",88.36972,Dealer,210.0
5168,BHK,0,7,12.957468,2,Зеленый,0,1,1,7,3405.865658,"Nagarbhavi,Bangalore",77.516563,Dealer,180.0
5169,BHK,0,0,19.068492000000003,0,Оранжевый,0,1,1,4,2099.90455,"Tilak nagar,Maharashtra",72.898896,Dealer,330.0
5170,BHK,0,1,28.431862,3,Бежевый,0,1,1,4,2380.374059,"Sector 88 Faridabad,Faridabad",77.351104,Dealer,98.0
5171,BHK,0,0,28.9196,2,Синий,0,1,1,3,1459.770115,"Vaibhav Khand,Ghaziabad",76.8972,Dealer,63.5
5172,BHK,0,6,28.5942,2,Голубой,0,1,1,2,1150.035386,"Sector-61 Noida,Noida",77.3675,Dealer,65.0
5173,BHK,1,0,19.076057,1,Коричневый,1,0,0,2,480.4532578,"Taloja,Mumbai",73.097319,Dealer,42.4
5174,BHK,0,3,17.776084,1,Белый,0,1,1,3,1277.5,"Gollala Yendada,Visakhapatnam",83.366665,Dealer,51.1
5175,BHK,0,6,28.526624,2,Зеленый,0,1,1,3,1344.923733,"Sector-108 Noida,Noida",77.37671800000001,Owner,82.0
5176,BHK,1,5,28.576117,0,Зеленый,0,1,1,3,1818.867925,"Sector-75 Noida,Noida",77.382136,Dealer,96.4
5177,BHK,1,7,12.96991,0,Синий,0,1,1,3,1270.258432,"Kammagondahalli,Bangalore",77.59796,Owner,58.0
5178,BHK,1,0,21.1553,0,Коричневый,0,1,1,1,670.2412869,"Wadi,Nagpur",79.0109,Owner,15.0
5179,BHK,1,0,28.577673,0,Красный,0,1,1,2,1082.038166,"Sector-74 Noida,Noida",77.389781,Owner,55.0
5180,BHK,0,3,21.178534,1,Бежевый,0,1,1,2,1045.205122,"Friends Colony,Nagpur",79.64665600000001,Dealer,40.0
5181,BHK,1,5,28.63676,3,Фиолетовый,0,1,1,3,1479.8598949999998,"Indirapuram,Ghaziabad",77.36315,Dealer,84.5
5182,BHK,1,4,18.5853,3,Розовый,1,0,0,3,832.2087269,"Hinjewadi,Pune",73.7413,Dealer,74.0
5183,BHK,0,2,30.662283,3,Бежевый,0,1,1,3,1735.015773,"Zirakpur,Chandigarh",76.822397,Dealer,55.0
5184,BHK,0,7,9.83333,1,Золотистый,0,1,1,3,1490.164912,"Chandragandhi Nagar,Madurai",77.83333,Owner,75.0
5185,BHK,0,5,12.90015,1,Бежевый,0,1,1,1,444.0497336,"Sholinganallur,Chennai",80.22791,Owner,20.0
5186,BHK,0,0,30.73528,3,Голубой,0,1,1,3,2000.0,"Sector-63 Chandigarh,Chandigarh",76.79111,Owner,120.0
5187,BHK,0,5,20.32042,0,Голубой,0,1,1,3,1600.0,"Chandrasekharpur,Bhubaneswar",85.823918,Owner,90.0
5188,BHK,0,0,19.05871,1,Серый,0,1,1,3,1600.0,"Chembur (East),Lalitpur",72.89969,Dealer,480.0
5189,BHK,0,3,28.649273,1,Красный,0,1,1,2,936.4890175,"Sector-17 Vasundhara,Ghaziabad",77.355737,Owner,55.0
5190,BHK,0,5,24.090195,3,Фиолетовый,0,1,1,2,954.0547326,"Jayapriya Nagar,Chennai",87.990011,Dealer,38.0
5191,BHK,1,4,13.054202,1,Красный,0,1,1,2,1025.140347,"Bileshivale,Bangalore",77.674002,Dealer,42.0
5192,BHK,1,2,19.18,3,Красный,1,1,0,1,330.0043422,"Thane West,Maharashtra",72.96333,Dealer,76.0
5193,BHK,0,6,18.96,3,Коричневый,0,1,1,3,1545.221884,"Veera Desai Road,Mumbai",72.82,Dealer,320.0
5194,BHK,0,6,21.0,2,Розовый,0,1,1,3,1510.003775,"Shreehans Nagar,Pune",77.0,Dealer,80.0
5195,BHK,0,6,22.323406,0,Зеленый,0,1,1,2,850.1594049,"Sayajipura,Vadodara",73.24039499999999,Owner,16.0
5196,BHK,1,5,28.406388,1,Желтый,0,1,1,2,592.0078934,"Sector 86 Faridabad,Faridabad",77.342588,Dealer,24.0
5197,BHK,0,4,28.19491,3,Синий,0,1,1,3,1230.228471,"Milakpur Goojar,Bhiwadi",76.826552,Owner,35.0
5198,BHK,1,4,22.288976,3,Золотистый,0,1,1,3,2325.218477,"Vasna-Bhayli-Road,Vadodara",73.128222,Owner,74.5
5199,BHK,1,4,19.1145,1,Красный,1,1,0,1,265.0033933,"Andheri (East),Lalitpur",72.8712,Dealer,82.0
